clase,olor,color_sombrero,forma_sombrero,superficie_sombrero,color_laminas,tamano_laminas,forma_tallo,color_tallo,tipo_anillo,numero_anillos,color_espora,poblacion,habitat,moretones,color_velo,textura,diametro_sombrero_cm,altura_tallo_cm
comestible,picante,verde,convexo,fibrosa,marrón,ancha,agrandada,rosa,grande,ninguno,blanco,varias,urbano,sí,blanco,viscosa,1.0,8.1
venenoso,picante,verde,campana,fibrosa,rosa,angosta,ahusada,canela,grande,ninguno,blanco,varias,pastizal,no,naranja,seca,7.0,4.4
comestible,pescado,rosa,convexo,estriada,negro,ancha,agrandada,marrón,grande,dos,blanco,numerosa,desechos,no,blanco,húmeda,5.1,1.0
venenoso,picante,verde,nudoso,escamosa,negro,angosta,ahusada,blanco,evanescente,dos,marrón,abundante,bosque,sí,blanco,seca,5.2,9.4
venenoso,pescado,verde,campana,fibrosa,blanco,angosta,ahusada,canela,ninguno,uno,blanco,dispersa,senderos,no,naranja,húmeda,4.3,8.0
venenoso,pescado,blanco,convexo,estriada,morado,ancha,agrandada,blanco,ninguno,dos,café,varias,bosque,sí,marrón,seca,2.7,9.1
comestible,fétido,blanco,hundido,escamosa,marrón,ancha,agrandada,gris,colgante,ninguno,morado,dispersa,urbano,sí,blanco,húmeda,8.6,3.0
venenoso,mohoso,blanco,hundido,escamosa,rosa,ancha,agrandada,blanco,grande,ninguno,café,numerosa,hojas,no,naranja,viscosa,7.4,4.8
venenoso,creosota,amarillo,cónico,lisa,negro,angosta,ahusada,rosa,ninguno,dos,café,agrupada,urbano,no,blanco,seca,5.6,7.7
venenoso,mohoso,rojo,convexo,estriada,rojo,ancha,ahusada,rosa,colgante,uno,marrón,numerosa,bosque,no,naranja,húmeda,5.3,8.8
venenoso,mohoso,canela,nudoso,lisa,morado,angosta,ahusada,canela,colgante,dos,morado,varias,desechos,sí,naranja,seca,7.8,6.8
comestible,anís,canela,plano,estriada,verde,ancha,ahusada,marrón,evanescente,ninguno,blanco,varias,desechos,sí,blanco,viscosa,4.5,6.3
venenoso,picante,blanco,hundido,escamosa,blanco,ancha,agrandada,rosa,evanescente,ninguno,marrón,numerosa,senderos,no,blanco,seca,5.7,7.5
comestible,almendra,amarillo,cónico,escamosa,verde,angosta,ahusada,blanco,colgante,uno,marrón,solitaria,pastizal,sí,blanco,viscosa,6.0,4.9
comestible,anís,rosa,convexo,fibrosa,gris,ancha,agrandada,canela,colgante,ninguno,blanco,abundante,bosque,sí,marrón,húmeda,6.8,8.9
venenoso,pescado,rosa,nudoso,lisa,rojo,angosta,agrandada,gris,ninguno,ninguno,marrón,dispersa,pastizal,no,blanco,húmeda,4.8,8.0
venenoso,mohoso,blanco,hundido,escamosa,verde,angosta,ahusada,canela,ninguno,dos,verde,abundante,urbano,sí,marrón,húmeda,7.6,7.8
venenoso,creosota,rojo,convexo,lisa,rojo,ancha,agrandada,marrón,ninguno,ninguno,café,abundante,urbano,sí,blanco,seca,5.8,4.0
comestible,ninguno,amarillo,campana,escamosa,marrón,angosta,agrandada,marrón,ninguno,ninguno,café,agrupada,bosque,sí,naranja,viscosa,1.9,6.5
comestible,anís,amarillo,cónico,estriada,morado,ancha,agrandada,blanco,evanescente,ninguno,café,dispersa,hojas,sí,naranja,húmeda,8.9,6.5
comestible,fétido,canela,convexo,estriada,rosa,angosta,agrandada,marrón,evanescente,dos,café,varias,urbano,sí,naranja,seca,7.1,9.9
comestible,ninguno,blanco,convexo,escamosa,rosa,angosta,ahusada,blanco,evanescente,dos,café,varias,hojas,sí,naranja,húmeda,7.0,11.8
comestible,almendra,canela,cónico,escamosa,verde,angosta,ahusada,marrón,colgante,dos,blanco,solitaria,senderos,sí,marrón,viscosa,6.6,9.9
comestible,anís,marrón,nudoso,estriada,morado,angosta,ahusada,blanco,colgante,ninguno,negro,varias,urbano,no,naranja,viscosa,7.1,4.3
comestible,fétido,gris,nudoso,escamosa,marrón,angosta,agrandada,canela,ninguno,dos,café,varias,senderos,sí,naranja,viscosa,3.6,1.0
comestible,anís,gris,nudoso,escamosa,blanco,ancha,ahusada,canela,evanescente,dos,verde,solitaria,urbano,sí,naranja,húmeda,5.0,5.7
comestible,almendra,verde,hundido,estriada,gris,ancha,agrandada,canela,grande,ninguno,verde,numerosa,pastizal,sí,marrón,húmeda,3.1,9.3
comestible,anís,blanco,hundido,estriada,morado,angosta,agrandada,gris,ninguno,ninguno,verde,numerosa,desechos,sí,blanco,viscosa,7.9,3.5
comestible,pescado,verde,convexo,lisa,verde,ancha,agrandada,canela,ninguno,dos,blanco,numerosa,desechos,no,marrón,húmeda,5.6,7.2
venenoso,picante,rojo,campana,estriada,rojo,angosta,agrandada,canela,ninguno,dos,café,varias,hojas,sí,naranja,viscosa,5.6,5.2
venenoso,mohoso,canela,hundido,estriada,verde,angosta,agrandada,canela,grande,ninguno,morado,numerosa,hojas,no,naranja,seca,6.5,5.1
comestible,anís,rosa,plano,fibrosa,rojo,ancha,ahusada,rosa,evanescente,uno,blanco,abundante,hojas,no,naranja,seca,7.3,7.4
venenoso,fétido,canela,nudoso,estriada,verde,ancha,ahusada,marrón,ninguno,ninguno,morado,solitaria,senderos,sí,blanco,viscosa,6.8,8.6
comestible,fétido,rojo,plano,lisa,rosa,angosta,agrandada,blanco,evanescente,ninguno,marrón,varias,bosque,sí,blanco,húmeda,4.0,4.1
venenoso,mohoso,amarillo,hundido,lisa,marrón,ancha,agrandada,canela,colgante,dos,verde,varias,urbano,sí,blanco,húmeda,7.6,4.3
comestible,anís,canela,cónico,estriada,rosa,ancha,agrandada,canela,ninguno,dos,marrón,agrupada,desechos,sí,naranja,seca,6.0,6.4
comestible,creosota,rosa,hundido,estriada,blanco,ancha,ahusada,gris,evanescente,ninguno,marrón,numerosa,senderos,sí,blanco,húmeda,3.0,6.8
venenoso,anís,verde,cónico,estriada,blanco,angosta,ahusada,canela,ninguno,uno,café,solitaria,bosque,sí,naranja,viscosa,3.4,5.8
comestible,picante,rojo,nudoso,escamosa,verde,ancha,ahusada,gris,grande,uno,blanco,dispersa,urbano,no,marrón,seca,4.6,7.9
comestible,picante,marrón,plano,escamosa,blanco,ancha,ahusada,rosa,evanescente,ninguno,café,agrupada,desechos,no,marrón,viscosa,5.7,7.4
comestible,mohoso,canela,nudoso,escamosa,verde,ancha,ahusada,canela,evanescente,uno,negro,abundante,senderos,sí,naranja,seca,7.7,9.5
comestible,anís,gris,plano,estriada,rojo,ancha,agrandada,rosa,ninguno,dos,morado,agrupada,bosque,no,blanco,húmeda,4.0,5.3
comestible,ninguno,amarillo,convexo,lisa,morado,angosta,agrandada,rosa,ninguno,dos,marrón,numerosa,bosque,no,naranja,húmeda,9.0,7.9
comestible,almendra,canela,nudoso,escamosa,verde,angosta,agrandada,blanco,grande,ninguno,blanco,dispersa,hojas,sí,naranja,seca,8.0,8.1
comestible,creosota,marrón,campana,fibrosa,rosa,ancha,agrandada,canela,ninguno,ninguno,café,dispersa,pastizal,no,naranja,seca,4.2,5.8
comestible,ninguno,verde,nudoso,lisa,blanco,ancha,ahusada,marrón,evanescente,uno,blanco,varias,senderos,no,naranja,viscosa,10.0,6.5
venenoso,picante,gris,hundido,fibrosa,morado,ancha,agrandada,rosa,grande,uno,verde,dispersa,urbano,no,marrón,seca,7.0,5.6
comestible,pescado,blanco,hundido,escamosa,blanco,ancha,ahusada,rosa,evanescente,ninguno,blanco,abundante,desechos,no,blanco,seca,7.7,8.9
venenoso,fétido,verde,convexo,lisa,gris,angosta,agrandada,marrón,grande,dos,negro,dispersa,desechos,sí,blanco,seca,5.9,7.3
venenoso,fétido,rosa,campana,lisa,rosa,angosta,agrandada,gris,evanescente,uno,negro,solitaria,pastizal,no,marrón,viscosa,6.4,5.3
venenoso,mohoso,rojo,nudoso,lisa,blanco,ancha,agrandada,gris,evanescente,uno,morado,abundante,urbano,sí,naranja,seca,7.2,7.1
venenoso,picante,verde,campana,escamosa,morado,ancha,ahusada,blanco,grande,dos,verde,solitaria,pastizal,sí,marrón,viscosa,4.7,6.1
comestible,almendra,gris,hundido,lisa,blanco,ancha,ahusada,gris,colgante,ninguno,marrón,varias,hojas,sí,blanco,viscosa,5.4,10.1
comestible,ninguno,marrón,plano,estriada,blanco,ancha,agrandada,blanco,colgante,ninguno,blanco,agrupada,bosque,no,marrón,húmeda,4.7,14.3
comestible,anís,blanco,cónico,estriada,verde,ancha,agrandada,rosa,ninguno,uno,blanco,agrupada,pastizal,sí,marrón,viscosa,6.0,4.5
venenoso,creosota,gris,nudoso,escamosa,marrón,angosta,agrandada,gris,grande,ninguno,negro,abundante,urbano,no,marrón,seca,9.6,9.2
venenoso,creosota,canela,cónico,fibrosa,verde,angosta,agrandada,rosa,colgante,dos,blanco,numerosa,urbano,sí,marrón,húmeda,8.2,7.0
venenoso,fétido,verde,plano,estriada,verde,ancha,ahusada,gris,grande,dos,verde,dispersa,hojas,no,blanco,seca,6.5,7.8
comestible,creosota,verde,convexo,fibrosa,verde,angosta,ahusada,canela,evanescente,ninguno,marrón,dispersa,senderos,sí,blanco,húmeda,5.5,6.5
venenoso,ninguno,gris,convexo,fibrosa,rosa,angosta,ahusada,canela,colgante,ninguno,verde,numerosa,pastizal,sí,marrón,viscosa,5.0,8.3
venenoso,fétido,verde,hundido,escamosa,morado,ancha,agrandada,blanco,evanescente,ninguno,marrón,solitaria,hojas,no,blanco,seca,4.5,8.3
venenoso,pescado,verde,cónico,escamosa,rosa,ancha,ahusada,rosa,colgante,uno,blanco,abundante,urbano,sí,marrón,viscosa,5.1,6.9
comestible,anís,verde,convexo,fibrosa,rosa,ancha,ahusada,rosa,colgante,uno,café,dispersa,senderos,no,blanco,húmeda,6.5,3.8
venenoso,pescado,amarillo,hundido,fibrosa,negro,angosta,agrandada,gris,colgante,ninguno,negro,solitaria,urbano,sí,marrón,húmeda,6.2,7.8
comestible,anís,marrón,cónico,lisa,morado,ancha,agrandada,marrón,ninguno,ninguno,negro,solitaria,hojas,sí,blanco,seca,6.2,6.3
venenoso,mohoso,rosa,campana,estriada,morado,ancha,ahusada,blanco,colgante,uno,verde,varias,urbano,no,naranja,seca,6.5,3.8
comestible,anís,rosa,convexo,escamosa,verde,angosta,ahusada,rosa,colgante,dos,café,dispersa,desechos,sí,naranja,seca,7.7,5.4
venenoso,picante,blanco,cónico,fibrosa,marrón,ancha,agrandada,rosa,grande,ninguno,verde,varias,urbano,sí,blanco,seca,6.4,3.7
venenoso,creosota,rojo,nudoso,estriada,rosa,ancha,ahusada,marrón,grande,uno,verde,dispersa,pastizal,no,naranja,húmeda,6.4,6.8
venenoso,fétido,verde,nudoso,estriada,gris,ancha,ahusada,rosa,ninguno,ninguno,café,agrupada,bosque,sí,blanco,seca,3.1,6.5
comestible,anís,blanco,hundido,lisa,negro,ancha,ahusada,rosa,grande,dos,morado,varias,hojas,sí,blanco,seca,5.7,6.1
venenoso,fétido,blanco,nudoso,estriada,marrón,angosta,agrandada,rosa,grande,dos,blanco,agrupada,pastizal,sí,marrón,viscosa,4.1,7.3
venenoso,picante,canela,plano,escamosa,gris,angosta,ahusada,marrón,colgante,uno,morado,agrupada,pastizal,no,blanco,viscosa,8.0,9.9
venenoso,picante,gris,hundido,fibrosa,verde,ancha,ahusada,rosa,grande,uno,verde,agrupada,senderos,no,marrón,seca,9.0,4.3
venenoso,mohoso,blanco,nudoso,lisa,verde,angosta,agrandada,marrón,evanescente,uno,negro,dispersa,urbano,sí,blanco,húmeda,8.1,12.7
comestible,anís,rosa,cónico,lisa,morado,angosta,ahusada,marrón,ninguno,uno,blanco,solitaria,desechos,sí,naranja,seca,8.2,6.1
venenoso,fétido,rojo,hundido,fibrosa,rosa,angosta,ahusada,blanco,ninguno,uno,verde,varias,hojas,sí,blanco,seca,5.7,5.2
comestible,creosota,rojo,convexo,fibrosa,verde,angosta,agrandada,gris,ninguno,uno,café,abundante,hojas,sí,naranja,húmeda,6.9,5.3
venenoso,almendra,rosa,campana,escamosa,marrón,ancha,agrandada,rosa,colgante,uno,verde,solitaria,bosque,sí,naranja,húmeda,6.9,9.2
comestible,almendra,marrón,nudoso,lisa,marrón,ancha,ahusada,blanco,grande,uno,blanco,agrupada,bosque,sí,blanco,seca,5.7,9.3
comestible,ninguno,marrón,plano,lisa,morado,angosta,ahusada,canela,evanescente,uno,blanco,agrupada,urbano,no,blanco,viscosa,7.0,7.5
comestible,almendra,amarillo,campana,fibrosa,gris,ancha,ahusada,blanco,evanescente,ninguno,blanco,numerosa,desechos,sí,marrón,seca,6.6,4.0
venenoso,ninguno,verde,nudoso,estriada,morado,angosta,agrandada,marrón,colgante,dos,morado,dispersa,senderos,sí,marrón,viscosa,5.0,5.7
comestible,creosota,rojo,hundido,lisa,rosa,angosta,ahusada,gris,evanescente,ninguno,café,agrupada,senderos,sí,naranja,viscosa,9.8,8.0
venenoso,pescado,gris,hundido,fibrosa,marrón,angosta,agrandada,gris,evanescente,ninguno,café,solitaria,desechos,no,blanco,viscosa,4.0,5.1
comestible,anís,marrón,nudoso,lisa,negro,ancha,ahusada,blanco,grande,dos,negro,agrupada,senderos,sí,marrón,seca,8.7,9.8
comestible,almendra,amarillo,nudoso,lisa,gris,ancha,ahusada,gris,ninguno,ninguno,verde,dispersa,hojas,no,blanco,seca,6.0,12.7
venenoso,mohoso,blanco,hundido,lisa,rojo,angosta,agrandada,marrón,ninguno,dos,negro,abundante,pastizal,no,blanco,húmeda,5.2,7.4
comestible,ninguno,canela,nudoso,estriada,morado,ancha,agrandada,rosa,colgante,uno,negro,abundante,bosque,sí,blanco,seca,7.3,8.1
venenoso,pescado,marrón,convexo,fibrosa,verde,angosta,agrandada,blanco,colgante,uno,blanco,numerosa,pastizal,sí,naranja,húmeda,5.4,3.6
comestible,anís,rojo,convexo,fibrosa,rosa,ancha,agrandada,blanco,evanescente,ninguno,café,agrupada,hojas,no,naranja,húmeda,4.6,3.5
venenoso,creosota,canela,hundido,estriada,gris,angosta,ahusada,marrón,colgante,ninguno,marrón,varias,pastizal,no,marrón,viscosa,8.3,7.4
venenoso,anís,verde,hundido,escamosa,gris,ancha,ahusada,marrón,evanescente,uno,blanco,agrupada,bosque,no,naranja,seca,7.8,3.0
comestible,mohoso,marrón,cónico,escamosa,morado,ancha,ahusada,blanco,colgante,ninguno,marrón,dispersa,senderos,sí,blanco,húmeda,4.8,10.2
comestible,almendra,rosa,plano,estriada,rosa,ancha,agrandada,marrón,colgante,ninguno,marrón,agrupada,urbano,sí,blanco,viscosa,5.4,8.9
venenoso,creosota,gris,campana,fibrosa,gris,angosta,agrandada,marrón,ninguno,ninguno,verde,numerosa,pastizal,sí,blanco,húmeda,2.1,6.4
venenoso,pescado,amarillo,convexo,escamosa,marrón,ancha,ahusada,canela,colgante,uno,morado,agrupada,desechos,sí,marrón,seca,3.2,7.7
venenoso,picante,verde,campana,fibrosa,blanco,angosta,ahusada,blanco,ninguno,dos,verde,agrupada,desechos,no,blanco,viscosa,7.3,10.3
comestible,anís,amarillo,plano,estriada,morado,ancha,ahusada,canela,grande,uno,café,solitaria,pastizal,sí,naranja,seca,5.0,4.2
venenoso,fétido,amarillo,plano,fibrosa,marrón,angosta,ahusada,rosa,ninguno,dos,verde,dispersa,bosque,sí,naranja,húmeda,5.1,6.9
comestible,almendra,marrón,convexo,lisa,rojo,ancha,ahusada,rosa,evanescente,uno,morado,solitaria,urbano,sí,blanco,húmeda,9.9,7.8
comestible,fétido,gris,cónico,escamosa,negro,ancha,agrandada,blanco,colgante,ninguno,negro,abundante,bosque,no,marrón,húmeda,4.0,9.0
comestible,almendra,verde,hundido,lisa,marrón,angosta,agrandada,gris,evanescente,dos,negro,dispersa,urbano,no,marrón,viscosa,5.1,6.0
venenoso,picante,marrón,convexo,fibrosa,marrón,angosta,ahusada,gris,grande,dos,café,agrupada,bosque,no,marrón,seca,8.2,7.4
venenoso,anís,rojo,plano,lisa,gris,ancha,ahusada,blanco,colgante,dos,morado,agrupada,senderos,sí,naranja,húmeda,4.6,3.6
venenoso,picante,marrón,campana,lisa,marrón,angosta,ahusada,rosa,ninguno,ninguno,verde,solitaria,hojas,no,naranja,seca,5.4,8.8
comestible,pescado,rosa,nudoso,fibrosa,blanco,ancha,agrandada,gris,ninguno,dos,blanco,dispersa,urbano,no,marrón,seca,8.4,2.8
comestible,anís,blanco,cónico,escamosa,rojo,angosta,ahusada,rosa,colgante,uno,morado,numerosa,senderos,sí,naranja,viscosa,11.0,11.5
venenoso,ninguno,marrón,plano,lisa,rojo,angosta,ahusada,canela,grande,uno,morado,agrupada,senderos,no,marrón,húmeda,5.1,3.3
venenoso,fétido,verde,convexo,escamosa,rosa,ancha,agrandada,marrón,grande,ninguno,blanco,solitaria,bosque,sí,blanco,húmeda,5.2,7.0
venenoso,picante,marrón,convexo,fibrosa,blanco,angosta,ahusada,canela,grande,dos,verde,agrupada,desechos,sí,blanco,seca,5.6,4.6
venenoso,creosota,blanco,convexo,lisa,rojo,angosta,ahusada,marrón,grande,dos,morado,solitaria,hojas,no,naranja,húmeda,5.2,7.1
venenoso,picante,canela,cónico,escamosa,marrón,ancha,agrandada,rosa,ninguno,ninguno,morado,solitaria,urbano,no,naranja,viscosa,3.6,5.9
comestible,fétido,marrón,campana,lisa,rojo,angosta,ahusada,canela,evanescente,ninguno,marrón,varias,urbano,no,blanco,seca,4.5,10.6
venenoso,picante,verde,hundido,estriada,verde,angosta,ahusada,marrón,grande,uno,negro,agrupada,senderos,sí,blanco,seca,7.7,9.0
comestible,picante,marrón,plano,lisa,verde,angosta,ahusada,gris,ninguno,uno,blanco,abundante,senderos,sí,marrón,húmeda,6.1,10.1
venenoso,pescado,gris,cónico,escamosa,negro,ancha,ahusada,blanco,evanescente,dos,marrón,solitaria,pastizal,no,marrón,húmeda,4.1,5.1
venenoso,picante,blanco,convexo,escamosa,verde,ancha,ahusada,marrón,grande,dos,morado,solitaria,senderos,sí,naranja,húmeda,3.8,6.3
venenoso,creosota,rojo,nudoso,estriada,rojo,ancha,agrandada,gris,evanescente,dos,café,agrupada,desechos,no,marrón,seca,4.4,8.8
venenoso,fétido,canela,hundido,estriada,verde,angosta,ahusada,blanco,colgante,ninguno,morado,varias,urbano,no,naranja,húmeda,7.4,9.2
venenoso,pescado,rosa,nudoso,estriada,marrón,ancha,ahusada,canela,grande,ninguno,café,varias,urbano,sí,naranja,viscosa,8.3,9.3
venenoso,mohoso,marrón,convexo,lisa,negro,ancha,ahusada,marrón,grande,uno,negro,solitaria,pastizal,no,blanco,viscosa,5.7,3.7
venenoso,pescado,blanco,campana,estriada,marrón,angosta,agrandada,canela,colgante,uno,blanco,varias,desechos,no,naranja,seca,8.6,7.7
comestible,anís,rojo,cónico,fibrosa,negro,angosta,ahusada,gris,grande,ninguno,negro,agrupada,urbano,sí,naranja,húmeda,4.1,4.8
venenoso,almendra,blanco,hundido,escamosa,negro,angosta,agrandada,gris,ninguno,ninguno,blanco,agrupada,bosque,sí,naranja,seca,6.2,8.2
comestible,fétido,gris,campana,estriada,verde,ancha,agrandada,gris,evanescente,ninguno,marrón,agrupada,pastizal,sí,marrón,seca,4.1,4.4
comestible,anís,rojo,nudoso,fibrosa,rojo,ancha,ahusada,marrón,colgante,uno,morado,numerosa,senderos,sí,marrón,viscosa,5.3,9.7
venenoso,creosota,rosa,cónico,estriada,blanco,angosta,agrandada,gris,grande,uno,verde,abundante,urbano,sí,blanco,seca,4.5,11.6
venenoso,picante,canela,campana,escamosa,rosa,angosta,agrandada,blanco,evanescente,dos,negro,numerosa,bosque,sí,blanco,húmeda,4.8,8.5
venenoso,almendra,amarillo,campana,estriada,blanco,angosta,ahusada,gris,grande,dos,verde,numerosa,senderos,sí,naranja,seca,7.4,6.1
venenoso,picante,marrón,convexo,estriada,rojo,ancha,agrandada,canela,ninguno,uno,verde,solitaria,desechos,sí,naranja,seca,6.1,5.1
comestible,anís,rojo,plano,lisa,rosa,ancha,agrandada,canela,evanescente,uno,negro,dispersa,hojas,sí,marrón,seca,7.3,4.4
comestible,anís,blanco,plano,lisa,rojo,ancha,agrandada,rosa,colgante,uno,verde,agrupada,bosque,sí,blanco,seca,6.9,10.0
venenoso,pescado,rojo,cónico,fibrosa,rojo,ancha,ahusada,marrón,grande,ninguno,verde,solitaria,urbano,sí,marrón,seca,7.9,7.5
comestible,ninguno,blanco,nudoso,fibrosa,gris,ancha,ahusada,rosa,evanescente,ninguno,blanco,agrupada,desechos,sí,marrón,húmeda,2.5,9.8
comestible,mohoso,rosa,cónico,escamosa,rojo,ancha,ahusada,blanco,colgante,ninguno,blanco,agrupada,pastizal,sí,naranja,seca,5.0,6.3
comestible,pescado,gris,cónico,escamosa,rosa,ancha,ahusada,rosa,grande,dos,café,numerosa,desechos,no,blanco,seca,5.2,7.5
venenoso,fétido,gris,campana,lisa,rojo,ancha,agrandada,blanco,colgante,ninguno,blanco,agrupada,senderos,no,blanco,húmeda,6.2,11.0
venenoso,creosota,rosa,plano,lisa,negro,ancha,ahusada,marrón,evanescente,dos,negro,abundante,senderos,sí,naranja,húmeda,5.5,6.6
venenoso,mohoso,rosa,convexo,escamosa,morado,angosta,ahusada,blanco,ninguno,ninguno,verde,numerosa,pastizal,sí,marrón,viscosa,5.4,6.6
comestible,ninguno,blanco,cónico,estriada,rosa,angosta,ahusada,marrón,grande,dos,morado,numerosa,desechos,no,naranja,húmeda,6.2,7.5
venenoso,pescado,blanco,nudoso,escamosa,morado,ancha,ahusada,marrón,evanescente,uno,café,solitaria,bosque,no,blanco,seca,3.6,5.4
venenoso,creosota,verde,campana,lisa,blanco,angosta,agrandada,marrón,grande,ninguno,marrón,abundante,desechos,sí,marrón,húmeda,6.9,3.2
comestible,fétido,verde,cónico,lisa,gris,ancha,agrandada,marrón,ninguno,uno,blanco,abundante,urbano,no,naranja,seca,4.9,4.4
comestible,pescado,gris,nudoso,escamosa,rojo,ancha,agrandada,canela,ninguno,ninguno,café,solitaria,urbano,sí,marrón,viscosa,10.2,5.8
venenoso,mohoso,amarillo,hundido,escamosa,rosa,ancha,ahusada,canela,grande,uno,marrón,numerosa,hojas,sí,naranja,seca,6.5,3.4
venenoso,creosota,blanco,plano,estriada,negro,ancha,ahusada,rosa,evanescente,uno,marrón,abundante,desechos,no,naranja,viscosa,4.8,5.6
venenoso,creosota,gris,campana,lisa,negro,ancha,ahusada,blanco,evanescente,dos,café,dispersa,desechos,no,naranja,viscosa,6.8,7.1
comestible,almendra,gris,cónico,estriada,rosa,angosta,ahusada,rosa,colgante,uno,blanco,varias,urbano,no,naranja,húmeda,6.7,9.9
venenoso,creosota,rojo,hundido,lisa,marrón,ancha,agrandada,canela,evanescente,uno,café,abundante,hojas,sí,naranja,viscosa,3.3,10.4
venenoso,picante,rosa,hundido,fibrosa,rosa,angosta,agrandada,blanco,evanescente,uno,morado,abundante,pastizal,no,marrón,húmeda,5.4,4.8
venenoso,fétido,rojo,nudoso,estriada,marrón,angosta,ahusada,canela,grande,ninguno,café,numerosa,hojas,no,marrón,viscosa,7.6,6.8
comestible,ninguno,blanco,plano,lisa,morado,ancha,agrandada,rosa,evanescente,uno,blanco,numerosa,senderos,sí,naranja,seca,5.3,7.4
comestible,almendra,blanco,cónico,fibrosa,rojo,angosta,agrandada,gris,colgante,dos,marrón,solitaria,senderos,sí,blanco,húmeda,5.3,8.9
comestible,fétido,amarillo,convexo,estriada,verde,ancha,ahusada,marrón,evanescente,dos,verde,dispersa,bosque,sí,naranja,seca,6.0,4.3
venenoso,creosota,rojo,plano,fibrosa,rosa,angosta,agrandada,canela,ninguno,dos,negro,abundante,hojas,no,marrón,húmeda,7.0,8.2
venenoso,creosota,rojo,hundido,fibrosa,negro,angosta,agrandada,marrón,grande,uno,marrón,abundante,urbano,no,naranja,húmeda,3.7,7.2
comestible,ninguno,gris,campana,fibrosa,rosa,ancha,agrandada,rosa,evanescente,dos,negro,abundante,urbano,sí,naranja,húmeda,4.1,8.6
comestible,anís,canela,plano,lisa,blanco,angosta,ahusada,canela,grande,dos,café,dispersa,bosque,sí,marrón,seca,5.3,7.6
venenoso,anís,marrón,campana,estriada,marrón,ancha,agrandada,marrón,ninguno,ninguno,verde,dispersa,senderos,sí,naranja,húmeda,5.7,5.0
comestible,picante,canela,convexo,escamosa,blanco,ancha,agrandada,rosa,ninguno,dos,negro,abundante,pastizal,no,marrón,seca,8.7,5.6
venenoso,creosota,verde,convexo,escamosa,rojo,ancha,ahusada,marrón,ninguno,ninguno,blanco,dispersa,bosque,no,naranja,viscosa,8.2,10.1
comestible,anís,blanco,hundido,escamosa,negro,angosta,agrandada,rosa,grande,uno,marrón,agrupada,senderos,sí,marrón,viscosa,6.4,3.2
comestible,ninguno,rojo,convexo,lisa,negro,angosta,ahusada,marrón,grande,ninguno,blanco,varias,pastizal,no,naranja,húmeda,4.7,5.2
venenoso,creosota,marrón,nudoso,estriada,rojo,ancha,agrandada,gris,grande,uno,blanco,agrupada,desechos,no,blanco,seca,8.1,6.0
venenoso,fétido,canela,nudoso,escamosa,morado,angosta,agrandada,marrón,ninguno,dos,café,abundante,bosque,sí,naranja,viscosa,6.2,8.3
venenoso,almendra,rosa,nudoso,estriada,rosa,ancha,ahusada,rosa,grande,ninguno,morado,dispersa,hojas,no,marrón,húmeda,3.4,6.2
venenoso,creosota,rojo,campana,escamosa,gris,angosta,ahusada,gris,ninguno,dos,marrón,agrupada,hojas,sí,naranja,seca,7.2,9.8
venenoso,creosota,rojo,convexo,escamosa,rosa,ancha,agrandada,canela,colgante,dos,marrón,varias,hojas,sí,marrón,húmeda,4.6,6.3
comestible,ninguno,blanco,nudoso,fibrosa,blanco,ancha,ahusada,canela,grande,uno,negro,abundante,senderos,sí,naranja,seca,3.4,10.5
comestible,fétido,rosa,plano,escamosa,rosa,ancha,agrandada,rosa,colgante,ninguno,negro,dispersa,urbano,no,naranja,seca,5.8,5.7
venenoso,almendra,rojo,hundido,escamosa,marrón,angosta,agrandada,gris,evanescente,dos,marrón,dispersa,hojas,sí,blanco,viscosa,4.7,6.8
comestible,mohoso,verde,convexo,lisa,morado,ancha,agrandada,canela,evanescente,uno,blanco,agrupada,desechos,sí,naranja,seca,3.3,6.8
venenoso,mohoso,rosa,convexo,lisa,verde,ancha,ahusada,rosa,colgante,dos,marrón,numerosa,hojas,no,naranja,seca,6.4,7.4
venenoso,creosota,gris,convexo,estriada,marrón,angosta,ahusada,rosa,evanescente,dos,café,abundante,pastizal,sí,blanco,húmeda,6.5,6.5
venenoso,creosota,blanco,plano,lisa,marrón,ancha,agrandada,marrón,ninguno,dos,verde,solitaria,urbano,sí,marrón,viscosa,6.7,7.8
venenoso,pescado,verde,campana,escamosa,blanco,angosta,ahusada,gris,evanescente,uno,verde,numerosa,senderos,no,blanco,húmeda,5.3,7.8
venenoso,creosota,marrón,plano,escamosa,blanco,ancha,agrandada,blanco,ninguno,ninguno,verde,abundante,bosque,sí,marrón,seca,7.6,6.1
venenoso,mohoso,blanco,hundido,fibrosa,negro,angosta,agrandada,gris,colgante,dos,café,agrupada,pastizal,no,blanco,viscosa,5.8,6.6
comestible,pescado,canela,convexo,fibrosa,blanco,ancha,agrandada,blanco,grande,uno,blanco,abundante,hojas,no,marrón,húmeda,5.2,8.2
comestible,ninguno,gris,nudoso,lisa,gris,angosta,agrandada,gris,evanescente,ninguno,negro,varias,desechos,sí,marrón,seca,4.0,13.1
comestible,ninguno,rosa,campana,estriada,verde,ancha,ahusada,blanco,grande,ninguno,negro,abundante,desechos,no,blanco,seca,3.3,10.0
venenoso,pescado,verde,nudoso,lisa,rojo,ancha,agrandada,gris,evanescente,dos,verde,solitaria,hojas,no,naranja,seca,6.1,7.5
